Order ID,Order Date,Year,Month,Quarter,Customer Type,Region,Country,City,Category,Sub-Category,Product Name,Unit Price,Quantity,Gross Sales,Discount %,Discount Amount,Sales Revenue,Unit Cost,Total Cost,Profit,Profit Margin %,Payment Method,Order Status
ORD-2024-00817,2025-08-15,2025,2025-08,2025-Q3,Small Business,Latin America,Mexico,Guadalajara,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,73.88,7,517.16,0.0,0.0,517.16,28.47,199.29,317.87,61.46,PayPal,Delivered
ORD-2025-04000,2025-08-15,2025,2025-08,2025-Q3,Corporate,Latin America,Mexico,Guadalajara,Furniture,Desks & Tables,Modular Conference Table 8-Person,1319.99,16,21119.84,5.0,1055.99,20063.85,742.83,11885.28,8178.57,40.76,Direct Invoice,Delivered
ORD-2024-00669,2025-08-15,2025,2025-08,2025-Q3,Corporate,Europe,United Kingdom,London,Office Supplies,Desk Accessories,Ergonomic Keyboard & Mouse Combo,91.39,7,639.73,5.0,31.99,607.74,38.13,266.91,340.83,56.08,Credit Card,Shipped
ORD-2025-03840,2025-08-15,2025,2025-08,2025-Q3,Corporate,Middle East & Africa,UAE,Dubai,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),491.8,22,10819.6,0.0,0.0,10819.6,76.08,1673.76,9145.84,84.53,Credit Card,Processing
ORD-2026-00352,2025-08-15,2025,2025-08,2025-Q3,Corporate,Middle East & Africa,South Africa,Cape Town,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,88.39,9,795.51,10.0,79.55,715.96,31.6,284.4,431.56,60.28,Credit Card,Delivered
ORD-2024-01628,2025-08-16,2025,2025-08,2025-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Electronics,Monitors & Displays,4K UltraWide Monitor 34-inch,636.89,16,10190.24,0.0,0.0,10190.24,348.69,5579.04,4611.2,45.25,Direct Invoice,Processing
ORD-2025-00341,2025-08-16,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,UAE,Dubai,Electronics,Smartphones,Vanguard Ultra Phone,1223.28,9,11009.52,0.0,0.0,11009.52,685.3,6167.7,4841.82,43.98,Direct Invoice,Processing
ORD-2024-02703,2025-08-16,2025,2025-08,2025-Q3,Consumer,Asia Pacific,Australia,Sydney,Furniture,Chairs & Seating,Task Mesh Office Chair,203.01,2,406.02,0.0,0.0,406.02,98.74,197.48,208.54,51.36,Credit Card,Processing
ORD-2024-01662,2025-08-16,2025,2025-08,2025-Q3,Consumer,Europe,United Kingdom,Manchester,Office Supplies,Desk Accessories,Dual Monitor Arm Stand,81.07,1,81.07,0.0,0.0,81.07,31.07,31.07,50.0,61.68,Direct Invoice,Processing
ORD-2025-03042,2025-08-16,2025,2025-08,2025-Q3,Consumer,Asia Pacific,Singapore,Singapore,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,295.41,4,1181.64,5.0,59.08,1122.56,50.66,202.64,919.92,81.95,Credit Card,Delivered
ORD-2026-04506,2025-08-16,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,South Africa,Cape Town,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,117.47,9,1057.23,0.0,0.0,1057.23,46.22,415.98,641.25,60.65,Direct Invoice,Delivered
ORD-2026-04898,2025-08-16,2025,2025-08,2025-Q3,Small Business,Europe,United Kingdom,London,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,119.29,5,596.45,5.0,29.82,566.63,44.77,223.85,342.78,60.49,Bank Transfer,Cancelled
ORD-2026-04013,2025-08-16,2025,2025-08,2025-Q3,Corporate,Asia Pacific,Singapore,Singapore,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,58.75,11,646.25,20.0,129.25,517.0,21.72,238.92,278.08,53.79,Credit Card,Cancelled
ORD-2026-02835,2025-08-17,2025,2025-08,2025-Q3,Small Business,North America,United States,Seattle,Office Supplies,Storage & Filing,Portable External SSD 2TB,161.9,8,1295.2,10.0,129.52,1165.68,93.06,744.48,421.2,36.13,Bank Transfer,Processing
ORD-2026-03427,2025-08-17,2025,2025-08,2025-Q3,Small Business,Europe,Germany,Berlin,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3609.22,5,18046.1,5.0,902.3,17143.8,699.69,3498.45,13645.35,79.59,PayPal,Delivered
ORD-2025-02742,2025-08-17,2025,2025-08,2025-Q3,Small Business,Europe,United Kingdom,Manchester,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,86.72,4,346.88,0.0,0.0,346.88,31.76,127.04,219.84,63.38,Direct Invoice,Delivered
ORD-2026-02278,2025-08-17,2025,2025-08,2025-Q3,Small Business,Latin America,Mexico,Mexico City,Furniture,Chairs & Seating,Task Mesh Office Chair,199.92,7,1399.44,5.0,69.97,1329.47,93.36,653.52,675.95,50.84,Credit Card,Delivered
ORD-2025-00789,2025-08-17,2025,2025-08,2025-Q3,Consumer,North America,Canada,Montreal,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,115.5,1,115.5,5.0,5.78,109.72,31.97,31.97,77.75,70.86,Bank Transfer,Processing
ORD-2025-04065,2025-08-17,2025,2025-08,2025-Q3,Small Business,Asia Pacific,Singapore,Singapore,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),497.53,9,4477.77,12.0,537.33,3940.44,71.54,643.86,3296.58,83.66,Direct Invoice,Shipped
ORD-2026-04573,2025-08-17,2025,2025-08,2025-Q3,Consumer,North America,Canada,Vancouver,Furniture,Chairs & Seating,ErgoExecutive Mesh Chair,462.33,4,1849.32,0.0,0.0,1849.32,233.09,932.36,916.96,49.58,Credit Card,Processing
ORD-2024-01542,2025-08-17,2025,2025-08,2025-Q3,Small Business,Latin America,Mexico,Guadalajara,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,125.84,4,503.36,0.0,0.0,503.36,48.48,193.92,309.44,61.47,PayPal,Delivered
ORD-2024-01617,2025-08-17,2025,2025-08,2025-Q3,Consumer,North America,United States,Los Angeles,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,124.52,1,124.52,5.0,6.23,118.29,45.92,45.92,72.37,61.18,PayPal,Delivered
ORD-2024-00997,2025-08-17,2025,2025-08,2025-Q3,Corporate,Latin America,Brazil,Rio de Janeiro,Furniture,Chairs & Seating,Task Mesh Office Chair,206.62,5,1033.1,10.0,103.31,929.79,102.0,510.0,419.79,45.15,PayPal,Processing
ORD-2024-00593,2025-08-18,2025,2025-08,2025-Q3,Consumer,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),499.22,4,1996.88,0.0,0.0,1996.88,73.05,292.2,1704.68,85.37,Bank Transfer,Delivered
ORD-2025-02059,2025-08-18,2025,2025-08,2025-Q3,Corporate,Asia Pacific,Australia,Melbourne,Electronics,Monitors & Displays,4K UltraWide Monitor 34-inch,651.27,6,3907.62,5.0,195.38,3712.24,371.81,2230.86,1481.38,39.91,PayPal,Delivered
ORD-2026-00258,2025-08-18,2025,2025-08,2025-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,585.34,6,3512.04,10.0,351.2,3160.84,309.28,1855.68,1305.16,41.29,PayPal,Delivered
ORD-2026-02999,2025-08-18,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),483.16,2,966.32,10.0,96.63,869.69,70.4,140.8,728.89,83.81,Credit Card,Delivered
ORD-2024-04919,2025-08-19,2025,2025-08,2025-Q3,Consumer,North America,Canada,Montreal,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,75.64,3,226.92,0.0,0.0,226.92,28.93,86.79,140.13,61.75,PayPal,Delivered
ORD-2025-03808,2025-08-19,2025,2025-08,2025-Q3,Consumer,North America,Canada,Toronto,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3564.91,2,7129.82,5.0,356.49,6773.33,675.15,1350.3,5423.03,80.06,Credit Card,Cancelled
ORD-2026-04412,2025-08-19,2025,2025-08,2025-Q3,Corporate,North America,Canada,Toronto,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),509.42,20,10188.4,15.0,1528.26,8660.14,77.41,1548.2,7111.94,82.12,Direct Invoice,Cancelled
ORD-2024-03116,2025-08-20,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,South Africa,Cape Town,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,82.26,9,740.34,0.0,0.0,740.34,28.06,252.54,487.8,65.89,Credit Card,Processing
ORD-2026-01763,2025-08-20,2025,2025-08,2025-Q3,Corporate,North America,United States,Seattle,Electronics,Audio & Wearables,Acoustic Studio Earbuds,146.86,7,1028.02,10.0,102.8,925.22,58.29,408.03,517.19,55.9,Credit Card,Cancelled
ORD-2025-00736,2025-08-20,2025,2025-08,2025-Q3,Consumer,Latin America,Mexico,Mexico City,Furniture,Chairs & Seating,Task Mesh Office Chair,193.73,2,387.46,0.0,0.0,387.46,100.64,201.28,186.18,48.05,Direct Invoice,Shipped
ORD-2025-04383,2025-08-20,2025,2025-08,2025-Q3,Corporate,Europe,Germany,Frankfurt,Furniture,Desks & Tables,Compact Home Office Writing Desk,234.34,16,3749.44,0.0,0.0,3749.44,114.87,1837.92,1911.52,50.98,PayPal,Delivered
ORD-2025-02070,2025-08-21,2025,2025-08,2025-Q3,Consumer,Latin America,Mexico,Guadalajara,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,922.36,2,1844.72,0.0,0.0,1844.72,200.87,401.74,1442.98,78.22,PayPal,Delivered
ORD-2026-03735,2025-08-21,2025,2025-08,2025-Q3,Small Business,North America,United States,Chicago,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,86.66,2,173.32,5.0,8.67,164.65,30.55,61.1,103.55,62.89,Bank Transfer,Delivered
ORD-2026-04477,2025-08-21,2025,2025-08,2025-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Electronics,Smartphones,Apex Pro Smartphone 256GB,884.74,17,15040.58,10.0,1504.06,13536.52,540.69,9191.73,4344.79,32.1,Credit Card,Delivered
ORD-2026-01316,2025-08-21,2025,2025-08,2025-Q3,Corporate,North America,United States,New York,Office Supplies,Desk Accessories,Ergonomic Keyboard & Mouse Combo,86.53,20,1730.6,5.0,86.53,1644.07,35.85,717.0,927.07,56.39,PayPal,Delivered
ORD-2024-02154,2025-08-21,2025,2025-08,2025-Q3,Corporate,Asia Pacific,India,Bangalore,Electronics,Audio & Wearables,Noise-Canceling Wireless Headphones,249.64,22,5492.08,5.0,274.6,5217.48,104.05,2289.1,2928.38,56.13,Credit Card,Processing
ORD-2026-02052,2025-08-21,2025,2025-08,2025-Q3,Consumer,Middle East & Africa,UAE,Dubai,Furniture,Desks & Tables,Compact Home Office Writing Desk,219.12,2,438.24,5.0,21.91,416.33,107.6,215.2,201.13,48.31,Direct Invoice,Delivered
ORD-2026-01147,2025-08-21,2025,2025-08,2025-Q3,Small Business,Europe,Germany,Frankfurt,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,589.79,5,2948.95,5.0,147.45,2801.5,322.38,1611.9,1189.6,42.46,Bank Transfer,Delivered
ORD-2025-03418,2025-08-21,2025,2025-08,2025-Q3,Consumer,North America,United States,Chicago,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,381.12,3,1143.36,0.0,0.0,1143.36,196.86,590.58,552.78,48.35,PayPal,Delivered
ORD-2025-01262,2025-08-21,2025,2025-08,2025-Q3,Small Business,Latin America,Mexico,Mexico City,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,86.68,7,606.76,0.0,0.0,606.76,28.54,199.78,406.98,67.07,Credit Card,Cancelled
ORD-2026-01287,2025-08-21,2025,2025-08,2025-Q3,Small Business,Asia Pacific,Singapore,Singapore,Office Supplies,Paper & Printing,High-Yield Laser Toner Cartridge,122.64,7,858.48,5.0,42.92,815.56,33.87,237.09,578.47,70.93,Direct Invoice,Delivered
ORD-2024-00710,2025-08-21,2025,2025-08,2025-Q3,Corporate,Latin America,Mexico,Mexico City,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,880.47,10,8804.7,5.0,440.24,8364.46,196.51,1965.1,6399.36,76.51,PayPal,Delivered
ORD-2024-03397,2025-08-21,2025,2025-08,2025-Q3,Small Business,Europe,United Kingdom,Manchester,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3343.92,9,30095.28,10.0,3009.53,27085.75,638.99,5750.91,21334.84,78.77,Credit Card,Shipped
ORD-2026-03618,2025-08-21,2025,2025-08,2025-Q3,Consumer,Asia Pacific,Australia,Sydney,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),501.62,4,2006.48,8.0,160.52,1845.96,76.98,307.92,1538.04,83.32,Bank Transfer,Processing
ORD-2024-04419,2025-08-21,2025,2025-08,2025-Q3,Corporate,North America,United States,Los Angeles,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,415.52,3,1246.56,10.0,124.66,1121.9,211.28,633.84,488.06,43.5,Direct Invoice,Delivered
ORD-2025-03711,2025-08-22,2025,2025-08,2025-Q3,Consumer,Europe,France,Lyon,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,380.32,3,1140.96,0.0,0.0,1140.96,202.67,608.01,532.95,46.71,Bank Transfer,Processing
ORD-2025-02720,2025-08-22,2025,2025-08,2025-Q3,Small Business,Europe,France,Lyon,Furniture,Desks & Tables,Modular Conference Table 8-Person,1356.93,9,12212.37,5.0,610.62,11601.75,818.84,7369.56,4232.19,36.48,Bank Transfer,Delivered
ORD-2024-03858,2025-08-22,2025,2025-08,2025-Q3,Small Business,Europe,Germany,Frankfurt,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,384.41,7,2690.87,5.0,134.54,2556.33,200.71,1404.97,1151.36,45.04,PayPal,Delivered
ORD-2025-04156,2025-08-22,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,South Africa,Johannesburg,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,88.37,10,883.7,5.0,44.19,839.51,31.31,313.1,526.41,62.7,Bank Transfer,Cancelled
ORD-2026-00151,2025-08-22,2025,2025-08,2025-Q3,Consumer,Europe,Germany,Berlin,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3545.89,1,3545.89,0.0,0.0,3545.89,724.34,724.34,2821.55,79.57,PayPal,Delivered
ORD-2024-01641,2025-08-22,2025,2025-08,2025-Q3,Consumer,Latin America,Mexico,Mexico City,Electronics,Monitors & Displays,4K UltraWide Monitor 34-inch,636.65,1,636.65,0.0,0.0,636.65,338.48,338.48,298.17,46.83,Credit Card,Processing
ORD-2025-01645,2025-08-22,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,UAE,Abu Dhabi,Electronics,Laptops & Computers,SlimBook Air 13-inch,1069.72,10,10697.2,10.0,1069.72,9627.48,591.14,5911.4,3716.08,38.6,PayPal,Delivered
ORD-2024-01505,2025-08-23,2025,2025-08,2025-Q3,Small Business,Europe,Germany,Frankfurt,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,41.23,2,82.46,0.0,0.0,82.46,13.75,27.5,54.96,66.65,Credit Card,Delivered
ORD-2025-00832,2025-08-23,2025,2025-08,2025-Q3,Small Business,Europe,Germany,Frankfurt,Electronics,Audio & Wearables,Noise-Canceling Wireless Headphones,237.74,9,2139.66,0.0,0.0,2139.66,110.34,993.06,1146.6,53.59,Credit Card,Delivered
ORD-2024-04299,2025-08-23,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,UAE,Abu Dhabi,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3609.21,9,32482.89,5.0,1624.14,30858.75,745.93,6713.37,24145.38,78.24,Credit Card,Shipped
ORD-2026-02314,2025-08-23,2025,2025-08,2025-Q3,Consumer,Middle East & Africa,UAE,Dubai,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,58.83,4,235.32,0.0,0.0,235.32,24.25,97.0,138.32,58.78,Direct Invoice,Processing
ORD-2026-01273,2025-08-23,2025,2025-08,2025-Q3,Corporate,Middle East & Africa,South Africa,Johannesburg,Electronics,Laptops & Computers,SlimBook Air 13-inch,1060.19,13,13782.47,20.0,2756.49,11025.98,663.58,8626.54,2399.44,21.76,Direct Invoice,Shipped
ORD-2024-01918,2025-08-23,2025,2025-08,2025-Q3,Corporate,Europe,United Kingdom,Manchester,Office Supplies,Desk Accessories,Ergonomic Keyboard & Mouse Combo,87.13,12,1045.56,0.0,0.0,1045.56,35.6,427.2,618.36,59.14,Bank Transfer,Delivered
ORD-2024-02937,2025-08-23,2025,2025-08,2025-Q3,Corporate,Asia Pacific,India,Mumbai,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,206.59,22,4544.98,0.0,0.0,4544.98,99.69,2193.18,2351.8,51.75,Credit Card,Delivered
ORD-2025-01629,2025-08-23,2025,2025-08,2025-Q3,Corporate,North America,United States,Los Angeles,Electronics,Smartphones,Apex Lite Smartphone 128GB,477.98,6,2867.88,5.0,143.39,2724.49,309.08,1854.48,870.01,31.93,Direct Invoice,Delivered
ORD-2025-03439,2025-08-23,2025,2025-08,2025-Q3,Corporate,Latin America,Mexico,Mexico City,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,856.51,11,9421.61,10.0,942.16,8479.45,188.13,2069.43,6410.02,75.59,Direct Invoice,Cancelled
ORD-2026-02150,2025-08-23,2025,2025-08,2025-Q3,Corporate,Asia Pacific,India,Mumbai,Software & Cloud Services,SaaS Licenses,Enterprise ERP Annual License,3568.49,4,14273.96,10.0,1427.4,12846.56,718.45,2873.8,9972.76,77.63,Bank Transfer,Delivered
ORD-2026-02416,2025-08-23,2025,2025-08,2025-Q3,Corporate,Asia Pacific,Japan,Osaka,Office Supplies,Paper & Printing,Premium Copy Paper A4 Box,40.56,16,648.96,5.0,32.45,616.51,14.23,227.68,388.83,63.07,Credit Card,Cancelled
ORD-2026-03759,2025-08-24,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,South Africa,Cape Town,Furniture,Desks & Tables,Electric Dual-Motor Standing Desk,577.96,3,1733.88,10.0,173.39,1560.49,312.81,938.43,622.06,39.86,Bank Transfer,Delivered
ORD-2026-01465,2025-08-24,2025,2025-08,2025-Q3,Corporate,Asia Pacific,India,Bangalore,Office Supplies,Storage & Filing,Portable External SSD 2TB,153.26,25,3831.5,5.0,191.58,3639.92,80.64,2016.0,1623.92,44.61,Bank Transfer,Cancelled
ORD-2024-04649,2025-08-24,2025,2025-08,2025-Q3,Consumer,Latin America,Brazil,Rio de Janeiro,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,384.69,2,769.38,0.0,0.0,769.38,200.64,401.28,368.1,47.84,Direct Invoice,Shipped
ORD-2025-01064,2025-08-24,2025,2025-08,2025-Q3,Corporate,North America,United States,Chicago,Electronics,Laptops & Computers,Gaming Titan Desktop PC,2607.99,22,57375.78,10.0,5737.58,51638.2,1614.74,35524.28,16113.92,31.21,PayPal,Shipped
ORD-2024-00255,2025-08-24,2025,2025-08,2025-Q3,Consumer,Latin America,Mexico,Mexico City,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),498.15,3,1494.45,0.0,0.0,1494.45,69.53,208.59,1285.86,86.04,Bank Transfer,Delivered
ORD-2025-03162,2025-08-24,2025,2025-08,2025-Q3,Corporate,Europe,Germany,Frankfurt,Furniture,Chairs & Seating,Task Mesh Office Chair,193.63,19,3678.97,0.0,0.0,3678.97,97.81,1858.39,1820.58,49.49,Direct Invoice,Cancelled
ORD-2025-04099,2025-08-24,2025,2025-08,2025-Q3,Corporate,Europe,United Kingdom,Manchester,Software & Cloud Services,SaaS Licenses,Cloud Backup & Storage Enterprise,293.12,15,4396.8,0.0,0.0,4396.8,50.67,760.05,3636.75,82.71,Direct Invoice,Shipped
ORD-2025-01105,2025-08-25,2025,2025-08,2025-Q3,Consumer,Asia Pacific,Japan,Tokyo,Furniture,Chairs & Seating,Luxury Leather Executive Recliner,699.97,2,1399.94,0.0,0.0,1399.94,369.86,739.72,660.22,47.16,PayPal,Shipped
ORD-2024-03478,2025-08-25,2025,2025-08,2025-Q3,Consumer,North America,United States,Chicago,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,76.66,2,153.32,0.0,0.0,153.32,28.74,57.48,95.84,62.51,Bank Transfer,Cancelled
ORD-2024-01625,2025-08-25,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,UAE,Dubai,Furniture,Chairs & Seating,Task Mesh Office Chair,193.06,6,1158.36,10.0,115.84,1042.52,92.84,557.04,485.48,46.57,Credit Card,Delivered
ORD-2026-00040,2025-08-25,2025,2025-08,2025-Q3,Small Business,Asia Pacific,Japan,Tokyo,Furniture,Chairs & Seating,Luxury Leather Executive Recliner,732.26,1,732.26,5.0,36.61,695.65,394.48,394.48,301.17,43.29,Credit Card,Processing
ORD-2024-00863,2025-08-25,2025,2025-08,2025-Q3,Consumer,Asia Pacific,India,Bangalore,Furniture,Chairs & Seating,Luxury Leather Executive Recliner,698.62,4,2794.48,5.0,139.72,2654.76,373.54,1494.16,1160.6,43.72,Direct Invoice,Processing
ORD-2026-00951,2025-08-26,2025,2025-08,2025-Q3,Consumer,Middle East & Africa,UAE,Dubai,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,82.57,4,330.28,5.0,16.51,313.77,27.3,109.2,204.57,65.2,Credit Card,Delivered
ORD-2025-02726,2025-08-26,2025,2025-08,2025-Q3,Consumer,Middle East & Africa,South Africa,Johannesburg,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,71.57,4,286.28,0.0,0.0,286.28,27.29,109.16,177.12,61.87,PayPal,Delivered
ORD-2025-02732,2025-08-26,2025,2025-08,2025-Q3,Small Business,North America,United States,Seattle,Electronics,Audio & Wearables,Acoustic Studio Earbuds,150.13,3,450.39,5.0,22.52,427.87,62.74,188.22,239.65,56.01,PayPal,Processing
ORD-2026-03329,2025-08-26,2025,2025-08,2025-Q3,Corporate,North America,United States,Seattle,Furniture,Desks & Tables,Modular Conference Table 8-Person,1298.03,6,7788.18,10.0,778.82,7009.36,695.68,4174.08,2835.28,40.45,PayPal,Cancelled
ORD-2024-00443,2025-08-26,2025,2025-08,2025-Q3,Consumer,Asia Pacific,India,Bangalore,Electronics,Audio & Wearables,Smart Fitness Watch Series 5,301.42,4,1205.68,8.0,96.45,1109.23,153.48,613.92,495.31,44.65,PayPal,Delivered
ORD-2025-00828,2025-08-26,2025,2025-08,2025-Q3,Corporate,Latin America,Mexico,Guadalajara,Apparel & Merchandise,Corporate Apparel,Embroidered Polo Shirt Pack,88.31,9,794.79,10.0,79.48,715.31,30.57,275.13,440.18,61.54,Direct Invoice,Delivered
ORD-2025-03556,2025-08-27,2025,2025-08,2025-Q3,Consumer,Middle East & Africa,UAE,Dubai,Electronics,Smartphones,Vanguard Ultra Phone,1220.29,4,4881.16,0.0,0.0,4881.16,705.48,2821.92,2059.24,42.19,Bank Transfer,Delivered
ORD-2024-02632,2025-08-27,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,South Africa,Johannesburg,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),475.41,4,1901.64,0.0,0.0,1901.64,74.0,296.0,1605.64,84.43,Direct Invoice,Processing
ORD-2024-02533,2025-08-27,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,UAE,Dubai,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,925.12,9,8326.08,0.0,0.0,8326.08,196.35,1767.15,6558.93,78.78,Credit Card,Cancelled
ORD-2026-00598,2025-08-27,2025,2025-08,2025-Q3,Consumer,Europe,France,Paris,Apparel & Merchandise,Corporate Apparel,Branded Tech Backpack,75.0,2,150.0,0.0,0.0,150.0,28.11,56.22,93.78,62.52,PayPal,Processing
ORD-2026-03546,2025-08-27,2025,2025-08,2025-Q3,Consumer,Middle East & Africa,South Africa,Cape Town,Furniture,Desks & Tables,Compact Home Office Writing Desk,220.9,4,883.6,0.0,0.0,883.6,99.75,399.0,484.6,54.84,Direct Invoice,Delivered
ORD-2026-00377,2025-08-27,2025,2025-08,2025-Q3,Small Business,Europe,Germany,Frankfurt,Office Supplies,Desk Accessories,LED Desk Lamp with Wireless Charging,61.37,5,306.85,10.0,30.69,276.16,25.73,128.65,147.51,53.41,Bank Transfer,Delivered
ORD-2025-02309,2025-08-28,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,South Africa,Johannesburg,Office Supplies,Storage & Filing,Portable External SSD 2TB,162.86,7,1140.02,0.0,0.0,1140.02,89.01,623.07,516.95,45.35,Direct Invoice,Delivered
ORD-2024-03523,2025-08-28,2025,2025-08,2025-Q3,Consumer,Europe,France,Paris,Software & Cloud Services,SaaS Licenses,CyberSecurity Shield Pro Annual,928.32,1,928.32,8.0,74.27,854.05,203.25,203.25,650.8,76.2,Bank Transfer,Processing
ORD-2026-00966,2025-08-28,2025,2025-08,2025-Q3,Small Business,Middle East & Africa,UAE,Dubai,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,116.53,1,116.53,0.0,0.0,116.53,44.58,44.58,71.95,61.74,Credit Card,Delivered
ORD-2025-02487,2025-08-29,2025,2025-08,2025-Q3,Corporate,Asia Pacific,Australia,Melbourne,Office Supplies,Storage & Filing,Portable External SSD 2TB,164.23,23,3777.29,5.0,188.86,3588.43,93.71,2155.33,1433.1,39.94,PayPal,Cancelled
ORD-2024-04023,2025-08-29,2025,2025-08,2025-Q3,Consumer,Asia Pacific,India,Mumbai,Apparel & Merchandise,Corporate Apparel,Weather-Proof Softshell Jacket,114.91,3,344.73,0.0,0.0,344.73,43.77,131.31,213.42,61.91,Direct Invoice,Shipped
ORD-2026-04718,2025-08-29,2025,2025-08,2025-Q3,Corporate,Latin America,Mexico,Guadalajara,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),482.19,24,11572.56,10.0,1157.26,10415.3,68.56,1645.44,8769.86,84.2,Bank Transfer,Delivered
ORD-2025-02434,2025-08-29,2025,2025-08,2025-Q3,Corporate,Europe,France,Paris,Office Supplies,Storage & Filing,Heavy-Duty Filing Cabinet 3-Drawer,202.18,13,2628.34,0.0,0.0,2628.34,96.18,1250.34,1378.0,52.43,PayPal,Delivered
ORD-2026-04207,2025-08-29,2025,2025-08,2025-Q3,Corporate,Middle East & Africa,UAE,Abu Dhabi,Furniture,Chairs & Seating,Task Mesh Office Chair,194.75,17,3310.75,10.0,331.08,2979.67,101.9,1732.3,1247.37,41.86,PayPal,Shipped
ORD-2024-01428,2025-08-29,2025,2025-08,2025-Q3,Consumer,Latin America,Brazil,Rio de Janeiro,Electronics,Monitors & Displays,Curved Gaming Monitor 27-inch,408.44,3,1225.32,0.0,0.0,1225.32,211.12,633.36,591.96,48.31,Credit Card,Shipped
ORD-2024-02916,2025-08-29,2025,2025-08,2025-Q3,Consumer,North America,Canada,Montreal,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),489.26,2,978.52,0.0,0.0,978.52,71.0,142.0,836.52,85.49,Direct Invoice,Processing
ORD-2024-02489,2025-08-30,2025,2025-08,2025-Q3,Small Business,Europe,France,Lyon,Software & Cloud Services,SaaS Licenses,Business Analytics Suite (Per User),482.89,5,2414.45,0.0,0.0,2414.45,71.74,358.7,2055.75,85.14,Bank Transfer,Cancelled
